All Transactions Announced Date,Target/Issuer,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Percent Sought (%),Transaction Comments,"Implied Enterprise Value ($USDmm, Historical rate)","Target/Issuer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Target/Issuer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)",Consideration Offered,Target Security Types,Deal Resolution,Accounting Method,Deal Attitude,State/Region From Primary Address [Target/Issuer]
10/29/2007,"Specialized Prosthetic and Orthotic Technologies, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR38721703,100,"Hanger Orthopedic Group Inc. (NYSE: HGR) acquired Specialized Prosthetic and Orthotic Technologies, Inc. from James W. Liston in cash on October 29, 2007. David S. Sanders, Timothy C. Maples, Teri L. Champ, Jay W. Freedman of Foley & Lardner LLP acted as legal advisors to Hanger Orthopedic Group. Bastar & Singer acted as a legal advisor to Specialized Prosthetic and Orthotic Technologies.",-,-,-,620.48,15.49,Cash,Common Equity,"Hanger Orthopedic Group Inc. (NYSE: HGR) completed the acquisition of Specialized Prosthetic and Orthotic Technologies, Inc. from James W. Liston on October 29, 2007.",Purchase Acquisition,Friendly,Utah
9/17/2007,"Opelika Prosthetics & Orthotics, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR38721705,100,"Hanger Orthopedic Group Inc. (NYSE: HGR) acquired Opelika Prosthetics & Orthotics, Inc. from Charlie F. Moore in cash on September 17, 2007. David S. Sanders, Timothy C. Maples, Jay W. Freedman of Foley & Lardner LLP acted as legal advisors to Hanger Orthopedic Group. Terry W. Gloor acted as legal advisor to Opelika Prosthetics & Orthotics.",-,-,-,609.68,12,Cash,Asset,"Hanger Orthopedic Group Inc. (NYSE: HGR) completed the acquisition of Opelika Prosthetics & Orthotics, Inc. from Charlie F. Moore on September 17, 2007.",Purchase Acquisition,Friendly,Alabama
9/4/2007,"Lifeline of West Tennessee, LLC",Closed,-,"LHC Group, Inc. (NasdaqGS:LHCG)",-,IQTR36635081,100,"LHC Group, Inc. (NasdaqNM: LHCG) acquired assets of Extendicare of West Tennessee, Inc. on September 4, 2007. Financial terms of the transaction were not disclosed. In a related transaction LHC Group, Inc. has entered into an agreement to acquire a 33% interest in an agency in Pine Mountain to Columbus Regional Medical Center. Extendicare had annual medicare revenues of $4.1 million.",-,4.1,-,258.78,24.2,Unknown,Asset,"LHC Group, Inc. (NasdaqNM: LHCG) completed the acquisition of assets of Extendicare of West Tennessee, Inc. on September 4, 2007.",Purchase Acquisition,Friendly,Tennessee
8/31/2007,Two Skilled Nursing Facilities in California and One Assisted Living Facility in Arizona,Closed,12.8,"The Ensign Group, Inc. (NasdaqGS:ENSG)","HCP, Inc. (NYSE:HCP)",IQTR39480829,100,"The Ensign Group, Inc. (NASDAQ: ENSG) signed an asset purchase agreement to acquire the two skilled nursing facilities in California and one assisted living facility in Arizona from HCP, Inc. (NYSE: HCP) for $12.7 million on August 31, 2007. The three properties are Bellflower Property, Downey Property and Mesa Property. Out of the total purchase price, $2.1 million is for Bellflower Property, $3.32 million is for Downey Property and $7.28 million is for Mesa Property. The Ensign Group, Inc. will use the proceeds of its initial public offering to complete the transaction. Prior to the acquisitions, operating subsidiaries of The Ensign Group, Inc. operated these three facilities under a master lease agreement, which was terminated upon the closing of the transaction. These three operators will continue to operate the facilities under new leases with Ensign Group. The deal is subject to the due diligence of Ensign Group.",12.8,-,-,388.09,21.15,Cash,Asset,"The Ensign Group, Inc. (NASDAQ: ENSG) completed the acquisition of the two skilled nursing facilities in California and one assisted living facility in Arizona from HCP, Inc. (NYSE: HCP) on December 11, 2007 for $12.8 million.",Purchase Acquisition,Friendly,California
8/2/2007,"Chattanooga Diagnostic Associates, LLC",Closed,-,"HCA Holdings, Inc. (NYSE:HCA)",-,IQTR36113155,100,"HCA Inc. acquired The Diagnostic Center on August 2, 2007. Thirteen doctors in four specialties of Diagnostic Center will remain part of HCA.",-,-,-,23277,658,Unknown,Common Equity,"HCA Inc. completed the acquisition of Diagnostic Center on August 2, 2007.",Purchase Acquisition,Friendly,Tennessee
8/2/2007,"Integricare, Inc.",Closed,68,Amedisys Inc. (NasdaqGS:AMED),-,IQTR36115434,100,"Amedisys, Inc. (Nasdaq: AMED) signed a definitive agreement to acquire the home health and hospice assets of IntegriCare, Inc. for $68 million on August 2, 2007. As reported under the terms of agreement, consideration includes $12 miilion as escrow payment in notes and $56 million in cash. Amedisys will fund the transaction with $56 million in cash and a $12 million note payable over three years. IntegriCare generated approximately $54 million in revenue for the twelve-month period ended June 30, 2007. The transaction is contingent on a number of closing conditions, regulatory approval and approval under the Hart-Scott-Rodino Act. The acquisition is expected to close on September 1, 2007. Due to transition related costs and the prolonged closing of the West Virginia agencies, the acquisition is not expected to add materially to earnings in 2007. On August 31, 2007 Federal Trade Commission granted early clearance of antitrust concerns under the HSR Act to the transaction. Houlihan Lokey Howard & Zukin acted as financial advisor to Integricare. Bennett J. Bernblum, Esq. of Wiggin and Dana LLP acted as legal advisor for Integricare, Inc.",68,54,-,604.09,50.1,Cash; Combinations,Asset,"Amedisys, Inc. (Nasdaq: AMED) completed the acquisition of IntegriCare, Inc. on September 1, 2007. Acquisition of four agencies remain subject to West Virginia Certificate of Need (CON) regulatory approval.",Purchase Acquisition,Friendly,Connecticut
7/16/2007,Draper Rehabilitation and Care Center,Closed,3,"The Ensign Group, Inc. (NasdaqGS:ENSG)","Westcare Management, Inc.",IQTR45247098,100,"The Ensign Group, Inc. (Nasdaq: ENSG) agreed to acquire the assets of Draper Rehabilitation and Care Center from Westcare Management, Inc. for $3 million on July 16, 2007.",3,-,-,388.09,21.15,Cash,Asset,"The Ensign Group, Inc. (Nasdaq: ENSG) completed the acquisition of the assets of Draper Rehabilitation and Care Center from Westcare Management, Inc. on May 14, 2008. The consideration was paid in cash from Ensign's IPO proceeds.",Purchase Acquisition,Friendly,Utah
7/5/2007,"Wetzel County HomeCare, LLC",Closed,-,"LHC Group, Inc. (NasdaqGS:LHCG)",-,IQTR35427985,100,"LHC Group, Inc. (NasdaqNM:LHCG) acquired Wetzel County Home Care on July 5, 2007. In a related transaction LHC Group, Inc. has partnered with The University of Tennessee Medical Center to provide home health and hospice services and to oversee the day-to-day operations of The University of Tennessee Medical Center.",-,-,-,258.78,24.2,Unknown,Asset,"LHC Group, Inc. (NasdaqNM:LHCG) completed the acquisition of acquired Wetzel County Home Care on July 5, 2007.",Purchase Acquisition,Friendly,West Virginia
7/2/2007,"Option Care, Inc.",Closed,812.95,Walgreen Co. (NYSE:WAG),-,IQTR35349923,100,"Walgreen Co. (NYSE: WAG) signed a definitive agreement to acquire Option Care, Inc. for $708.07 million in cash on July 2, 2007. Under the terms of agreement, Walgreen will acquire all the outstanding shares of Option Care at $19.50 per share, all the outstanding options of Option Care valued at $33.81 million with an exercise price of $8.67 in cash and will assume some debt. An affiliate of Walgreens intends to commence a tender offer for the shares of Option Care stock. John N. Kapoor, Option Care's founder, and trusts established by him, which together own approximately 22% of the outstanding Option Care shares, have committed to tender such shares into the tender offer. Option Care Inc will pay a termination fee of $25.8 million to Walgreen if the agreement is terminated. As a result of the merger, Option Care will become a wholly owned subsidiary of Walgreens.

On July 17, 2007, Walgreen Co. commenced the tender offer to acquire Option Care, Inc. The tender offer will expire on August 13, 2007, unless the tender offer is extended. On August 13, 2007, the tender offer expired. During the tender offer, 31.15 million shares of Option Care, Inc., representing approximately 89.7% of the outstanding shares, were validly tendered. Additional shares were guaranteed to be delivered within the next three days. On August 14, 2007, Walgreen Co. commenced a subsequent offering period for all remaining shares of Option Care common stock. The subsequent offering period will expire on August 17, 2007, unless extended. During this subsequent offering period, Option Care stockholders will receive the same $19.50 per share cash consideration paid during the initial offering period. Following the merger, Option Care common stock will no longer be traded on the Nasdaq.

Completion of the transaction is subject to acceptance of the tender offer by a majority of Option Care's outstanding shares, regulatory approval including the Hart-Scott-Rodino approval and other customary conditions. The definitive agreement was unanimously approved by Option Care's Board of Directors.

Andy Cowherd and Drew Quigley of Peter J. Solomon Co. acted as financial advisor for Walgreen. Andrew R. Brownstein, Benjamin M. Roth, Shlomit Wagman, Nelson O. Fitts, Ian L. Levin, Stephen G. Gellman, Richard M. Ross, Benjamin R. Carale and T. Eiko Stange of Wachtell, Lipton, Rosen & Katz acted as legal advisor to Walgreens. UBS Investment Bank acted as financial advisor and Donald Figliulo of Bryan Cave LLP acted as legal counsel to Option Care.",812.95,747.94,24.7,52510.8,2057.1,Cash,Common Equity; Rights / Warrants / Options,"Walgreen Co. completed the acquisition of 94% stake in Option Care, Inc. through tender offer on August 20, 2007. The remaining stake will be acquired shortly through a short form merger.",Purchase Acquisition,Friendly,Illinois
6/21/2007,"Paris Orthotic and Prosthetic Laboratory, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR35155139,100,"Hanger Orthopedic Group, Inc. (NYSE: HGR) acquired Paris Orthotic & Prosthetic Laboratory on June 21, 2007. Financial terms of the transaction were not disclosed. The transaction is considered to be highly accretive to Hanger.",-,-,-,602.17,-1.98,Unknown,Common Equity,"Hanger Orthopedic Group, Inc. (NYSE: HGR) completed the acquisition of Paris Orthotic & Prosthetic Laboratory on June 21, 2007.",Purchase Acquisition,Friendly,Texas
6/15/2007,"Empire Health Services, Inc.",Closed,185.2,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR37848459,100,"Community Health Systems, Inc. (NYSE: CYH) signed a letter of intent to acquire Empire Health Services on June 14, 2007. Under the terms Community Health Systems will buy substantially all the assets of Empire Health Services, including two acute care hospitals, Deaconess Medical Center and Valley Hospital and Medical Center, as well as other outpatient and ancillary services. Community Health also has agreed to invest $100 million in capital improvements within five years in Empire Health Services. During the due diligence process, details about a final agreement will be further defined. The deal is subject to customary federal and state regulatory approvals, including the review and approval by the State of Washington Department of Health and the Attorney General of the State of Washington.

Community Health Systems signed a definitive agreement to acquire Empire Health Services on October 10, 2007. The deal is expected to close in the first quarter of 2008. The deal if successful will result in, the two hospitals owned by Empire Health Services would be folded into Community Health Systems.",185.2,-,-,3967.12,168.55,Cash,Asset,"Community Health Systems, Inc. (NYSE: CYH) completed the acquisition of Empire Health Services for approximately $190 million on October 1, 2008. Out of the total consideration $149.2 million was paid in cash and $36 million was assumed in liabilities.",Purchase Acquisition,Friendly,Washington
6/6/2007,"Custom Footwear, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR34763803,100,"Hanger Orthopedic Group, Inc. acquired Custom Footwear, Inc. on January 31, 2007. The purchase price for the transaction was not disclosed. David S. Sanders, Timothy C. Maples and Jay W. Freedman of Foley & Lardner LLP were the legal advisors to Hanger Orthopedic Group, Inc. Eugene M. Kadish, Ltd acted as legal advisor to Custom Footwear, Inc.",-,-,-,602.17,-1.98,Unknown,Common Equity,"Hanger Orthopedic Group, Inc. completed the acquisition of Custom Footwear, Inc. on January 31, 2007. ",Purchase Acquisition,Friendly,Arizona
6/4/2007,"Patient Care, Inc., Home Health Agency in Oak Park",Closed,-,Amedisys Inc. (NasdaqGS:AMED),"Patient Care, Inc.",IQTR34729009,100,"Amedisys, Inc. (Nasdaq: AMED) acquired a home health agency in Oak Park from Patient Care, Inc. on June 4, 2007. Terms of the transaction were not disclosed. In related transactions Amedisys, Inc. acquired a home health agency in Lancaster from Lancaster Regional Medical Center and a home health agency in Baltimore County from Interim Healthcare of Baltimore, Inc. June 4, 2007. The transaction is not expected to add materially to 2007 earnings of Amedisys, Inc.",-,-,-,567.54,44.24,Unknown,Asset,"Amedisys, Inc. completed the acquisition of a home health agency in Oak Park from Patient Care, Inc. on June 4, 2007.",Purchase Acquisition,Friendly,Illinois
6/4/2007,"Lancaster Regional Medical Center, Home Health Agency in Lancaster",Closed,-,Amedisys Inc. (NasdaqGS:AMED),Lancaster Regional Medical Center,IQTR34729291,100,"Amedisys, Inc. (Nasdaq: AMED) acquired a home health agency in Lancaster from Lancaster Regional Medical Center on June 4, 2007. Terms of the transaction were not disclosed. In related transactions Amedisys, Inc. acquired a home health agency in Oak Park from Patient Care, Inc. and a home health agency in Baltimore County from Interim Healthcare of Baltimore, Inc. June 4, 2007. The transaction is not expected to add materially to 2007 earnings of Amedisys, Inc.",-,-,-,567.54,44.24,Unknown,Asset,"Amedisys, Inc. completed the acquisition of a home health agency in Lancaster from Lancaster Regional Medical Center on June 4, 2007.",Purchase Acquisition,Friendly,Pennsylvania
